Brand,Model Name,Vehicle Status,Year,Availability Start Year,Availability End Year,Real-World Range (km),Energy Efficiency (Wh/km),Battery Capacity (kWh),Vehicle Weight (kg),"Acceleration (0-100 km/h, sec)",Fast Charging Speed (kW),Towing Capacity (kg),Cargo Volume (L),Price (€)
Citroën,C5 Aircross Comfort RangeCitroen C5 Aircross Comfort Range,Available,2025,2025,,375.0,197.0,73.7,2180.0,8.9,90.0,1250.0,565.0,38989.0
Jaguar,I-Pace EV400Jaguar I-Pace EV400,Discontinued,2023,2023,2025,380.0,223.0,84.7,2220.0,4.8,85.0,750.0,532.0,89489.0
Polestar,2 Long Range Single Motor (MY24)Polestar 2 Long Range Single Motor,Discontinued,2023,2023,2024,470.0,168.0,79.0,2080.0,6.2,125.0,1500.0,446.0,52489.0
Mercedes-Benz,EQV 300 LongMercedes-Benz EQV 300 Long,Available,2024,2024,,320.0,281.0,90.0,2620.0,12.1,96.0,0.0,103.0,85589.0
BMW,i3s 120 AhBMW i3s 120 Ah,Discontinued,2018,2018,2022,230.0,165.0,37.9,1360.0,6.9,47.0,0.0,260.0,42089.0
Smart,#1 Pro+Smart #1 Pro+,Available,2023,2023,,335.0,185.0,62.0,1860.0,6.7,100.0,1600.0,338.0,41489.0
Nissan,Ariya 63kWhNissan Ariya 63kWh,Available,2022,2022,,335.0,188.0,63.0,1980.0,7.5,90.0,750.0,468.0,42689.0
Mercedes-Benz,EQE 300 (MY23)Mercedes-Benz EQE 300,Discontinued,2023,2023,2024,525.0,170.0,89.0,2400.0,7.3,120.0,750.0,430.0,72089.0
Volvo,EX40 Single Motor (MY25)Volvo EX40 Single Motor,Discontinued,2024,2024,2025,345.0,194.0,67.0,2040.0,7.3,110.0,1500.0,441.0,49689.0
Škoda,Enyaq Coupe 85 (MY25)Skoda Enyaq Coupe 85,Available,2025,2025,,470.0,164.0,77.0,2140.0,6.7,120.0,1000.0,570.0,50189.0
Opel,Corsa Electric 54 kWh (MY25)Opel Corsa Electric 54 kWh,Available,2025,2025,,335.0,152.0,50.8,1540.0,8.1,85.0,0.0,267.0,30989.0
Mercedes-Benz,EQS 580 4MATICMercedes-Benz EQS 580 4MATIC,Discontinued,2023,2023,2024,590.0,184.0,108.4,2630.0,4.3,173.0,750.0,620.0,10089.0
Ford,Capri Extended Range AWDFord Capri Extended Range AWD,Available,2024,2024,,455.0,174.0,79.0,2170.0,5.3,135.0,1200.0,572.0,58089.0
NIO,EL6 Long RangeNIO EL6 Long Range,Available,2023,2023,,435.0,207.0,90.0,2390.0,4.5,135.0,1200.0,579.0,75789.0
Kia,EV6 Standard Range 2WDKia EV6 Standard Range 2WD,Available,2024,2024,,345.0,174.0,60.0,1950.0,8.7,150.0,750.0,542.0,45089.0
Zeekr,7X Premium RWDZeekr 7X Premium RWD,Available,2025,2025,,375.0,189.0,71.0,2390.0,6.0,240.0,2000.0,605.0,53989.0
Hyundai,IONIQ 9 Performance AWDHyundai IONIQ 9 Performance AWD,Available,2025,2025,,485.0,219.0,106.0,2680.0,5.2,195.0,2500.0,390.0,85889.0
Škoda,Enyaq 85x (MY26)Skoda Enyaq 85x,Available,2025,2025,,455.0,169.0,77.0,2180.0,6.7,120.0,1800.0,585.0,51589.0
BMW,iX3 (MY21)BMW iX3,Discontinued,2020,2020,2021,385.0,192.0,74.0,2260.0,6.8,104.0,750.0,510.0,67489.0
Audi,Q4 e-tron 35Audi Q4 e-tron 35,Discontinued,2021,2021,2023,285.0,182.0,52.0,1960.0,9.0,70.0,0.0,520.0,49389.0
Opel,Grandland Electric 97 kWhOpel Grandland Electric 97 kWh,Available,2025,2025,,490.0,198.0,96.9,2250.0,8.8,130.0,1150.0,550.0,50889.0
Volkswagen,ID.3 Pro S (MY24-25)Volkswagen ID.3 Pro S,Discontinued,2024,2024,2025,465.0,166.0,77.0,1950.0,7.1,120.0,0.0,385.0,42889.0
Peugeot,e-208 54 kWh (MY25)Peugeot e-208 54 kWh,Available,2025,2025,,335.0,152.0,50.8,1530.0,8.2,85.0,0.0,309.0,35089.0
XPENG,G9 AWD Performance (MY25)XPENG G9 AWD Performance,Available,2025,2025,,465.0,198.0,92.2,2470.0,4.2,330.0,1500.0,731.0,74289.0
Toyota,Proace Verso L 75 kWhToyota Proace Verso L 75 kWh,Available,2024,2024,,265.0,260.0,69.0,2240.0,13.3,79.0,1000.0,989.0,60289.0
Tesla,Model S PerformanceTesla Model S Performance,Discontinued,2020,2020,2021,535.0,183.0,98.0,2300.0,2.8,125.0,0.0,894.0,10089.0
Polestar,3 Long Range Dual motor (MY23-25)Polestar 3 Long Range Dual motor,Available,2022,2022,,515.0,208.0,107.0,2650.0,5.0,150.0,2200.0,516.0,86689.0
Volvo,EX40 Single Motor ER (MY25)Volvo EX40 Single Motor ER,Discontinued,2024,2024,2025,400.0,198.0,79.0,2070.0,7.3,125.0,1500.0,441.0,54189.0
DS,Automobiles N°8 FWD Long RangeDS Automobiles N°8 FWD Long Range,Available,2024,2024,,545.0,178.0,97.2,2250.0,7.8,130.0,1200.0,620.0,62789.0
Tesla,Model X Long RangeTesla Model X Long Range,Discontinued,2019,2019,2020,440.0,216.0,95.0,2500.0,4.6,110.0,2250.0,,90489.0
Smart,#1 BrabusSmart #1 Brabus,Available,2023,2023,,325.0,191.0,62.0,1970.0,3.9,100.0,1600.0,328.0,49389.0
Audi,Q4 e-tron 55 quattroAudi Q4 e-tron 55 quattro,Available,2023,2023,,395.0,195.0,77.0,2230.0,5.4,120.0,1200.0,520.0,63389.0
Toyota,Urban Cruiser 61.1 kWh AWDToyota Urban Cruiser 61.1 kWh AWD,Available,2025,2025,,310.0,193.0,59.8,1930.0,7.4,60.0,750.0,238.0,40389.0
Nissan,LEAF 30 kWh (MY15-17)Nissan LEAF 30 kWh,Discontinued,2015,2015,2018,170.0,165.0,28.0,1530.0,11.5,45.0,,370.0,32489.0
Volvo,C40 Recharge Twin Motor (MY24)Volvo C40 Recharge Twin Motor,Discontinued,2022,2022,2024,400.0,198.0,79.0,2180.0,4.7,125.0,1800.0,450.0,61589.0
NIO,EL8 Long RangeNIO EL8 Long Range,Available,2024,2024,,440.0,205.0,90.0,2630.0,4.1,190.0,2000.0,265.0,10089.0
Volvo,ES90 Twin Motor (MY26)Volvo ES90 Twin Motor,Available,2025,2025,,530.0,192.0,102.0,2620.0,5.5,200.0,2000.0,468.0,90089.0
Opel,Frontera Electric 54 kWhOpel Frontera Electric 54 kWh,Available,2025,2025,,290.0,184.0,53.5,1610.0,13.0,70.0,550.0,460.0,31189.0
Volvo,EX90 Twin Motor Performance (MY24-25)Volvo EX90 Twin Motor Performance,Available,2022,2022,,485.0,221.0,107.0,2760.0,4.9,150.0,2200.0,703.0,10089.0
Abarth,500e ConvertibleAbarth 500e Convertible,Available,2023,2023,,225.0,168.0,37.8,1430.0,7.0,67.0,0.0,185.0,40989.0
Ford,Mustang Mach-E ER RWD (MY21)Ford Mustang Mach-E ER RWD,Discontinued,2021,2021,2022,465.0,189.0,88.0,2160.0,7.0,86.0,750.0,619.0,55989.0
XPENG,G9 AWD Performance (MY24)XPENG G9 AWD Performance,Discontinued,2023,2023,2025,465.0,200.0,93.1,2410.0,3.9,224.0,1500.0,731.0,72389.0
MG,IM5 PerformanceMG IM5 Performance,Available,2025,2025,,490.0,197.0,96.5,2290.0,3.2,250.0,,475.0,55789.0
Audi,e-tron GT RSAudi e-tron GT RS,Discontinued,2021,2021,2024,405.0,210.0,85.0,2420.0,3.3,216.0,0.0,451.0,10089.0
Citroën,ë-C4 54 kWhCitroen e-C4 54 kWh,Available,2024,2024,,325.0,156.0,50.8,1640.0,9.1,78.0,0.0,380.0,35389.0
BMW,i5 eDrive40 Sedan (MY25)BMW i5 eDrive40 Sedan,Available,2025,2025,,480.0,169.0,81.2,2190.0,6.0,136.0,1500.0,490.0,75589.0
BMW,i5 eDrive40 TouringBMW i5 eDrive40 Touring,Discontinued,2024,2024,2025,455.0,178.0,81.2,2250.0,6.1,136.0,1500.0,570.0,77789.0
Tesla,Model X 75DTesla Model X 75D,Discontinued,2016,2016,2018,335.0,216.0,72.5,2420.0,5.2,80.0,2250.0,,94889.0
BMW,iX M60BMW iX M60,Discontinued,2022,2022,2025,485.0,217.0,105.2,2650.0,3.8,149.0,2500.0,500.0,10089.0
Volvo,XC40 Recharge Twin Motor (MY24)Volvo XC40 Recharge Twin Motor,Discontinued,2022,2022,2024,385.0,205.0,79.0,2170.0,4.8,125.0,1800.0,441.0,59889.0
Tesla,Model S 70DTesla Model S 70D,Discontinued,2015,2015,2016,350.0,190.0,66.5,2150.0,5.4,95.0,,895.0,84189.0
Polestar,2 Standard Range Single Motor (MY26)Polestar 2 Standard Range Single Motor,Available,2025,2025,,405.0,165.0,67.0,2020.0,6.4,110.0,1500.0,448.0,48689.0
Lucid,Air Grand Touring (MY23-24)Lucid Air Grand Touring,Discontinued,2023,2023,2024,665.0,168.0,112.0,2430.0,3.0,184.0,0.0,910.0,10089.0
Polestar,2 Long Range Single Motor (MY25)Polestar 2 Long Range Single Motor,Discontinued,2024,2024,2025,475.0,166.0,79.0,2080.0,6.2,125.0,1500.0,448.0,53389.0
Škoda,Enyaq 60 (MY25)Skoda Enyaq 60,Available,2025,2025,,360.0,164.0,59.0,2000.0,8.1,110.0,1000.0,585.0,43589.0
Volkswagen,ID.4 1stVolkswagen ID.4 1st,Discontinued,2020,2020,2021,410.0,188.0,77.0,2120.0,8.5,125.0,1000.0,543.0,47689.0
Audi,A6 Sportback e-tronAudi A6 Sportback e-tron,Available,2024,2024,,485.0,156.0,75.8,2170.0,6.0,150.0,2100.0,529.0,66289.0
Smart,#3 BrabusSmart #3 Brabus,Available,2024,2024,,350.0,177.0,62.0,1980.0,3.7,100.0,1600.0,385.0,50889.0
Peugeot,e-308 (MY23-25)Peugeot e-308,Available,2023,2023,,300.0,169.0,50.8,1750.0,9.8,80.0,0.0,412.0,40989.0
Polestar,2 Long Range Dual Motor (MY24)Polestar 2 Long Range Dual Motor,Discontinued,2023,2023,2024,450.0,176.0,79.0,2180.0,4.5,125.0,1500.0,446.0,56189.0
Lexus,UX 300eLexus UX 300e,Available,2023,2023,,340.0,188.0,64.0,1850.0,7.5,35.0,0.0,316.0,45989.0
BYD,TANGBYD TANG,Discontinued,2022,2022,2024,355.0,243.0,86.4,2700.0,4.6,109.0,1500.0,235.0,70689.0
MG,MG4 Electric XPOWERMG MG4 Electric XPOWER,Available,2023,2023,,320.0,193.0,61.7,1870.0,3.8,115.0,500.0,363.0,43789.0
Kia,EV4 Hatchback 58.3 kWhKia EV4 Hatchback 58.3 kWh,Available,2025,2025,,340.0,162.0,55.0,1800.0,7.4,80.0,500.0,435.0,38389.0
Suzuki,e VITARA 61 kWh 4WD AllGripSuzuki e VITARA 61 kWh 4WD AllGrip,Available,2025,2025,,310.0,193.0,59.8,1930.0,7.4,60.0,750.0,238.0,38689.0
Smart,EQ forfourSmart EQ forfour,Discontinued,2020,2020,2022,95.0,176.0,16.7,1200.0,12.7,0.0,0.0,185.0,22989.0
BMW,i7 M70 xDriveBMW i7 M70 xDrive,Available,2023,2023,,490.0,208.0,101.7,2770.0,3.7,159.0,0.0,500.0,10089.0
Renault,Kangoo E-Tech ElectricRenault Kangoo E-Tech Electric,Discontinued,2022,2022,2025,225.0,200.0,45.0,1870.0,12.6,50.0,1500.0,950.0,35889.0
BMW,i7 eDrive50BMW i7 eDrive50,Available,2023,2023,,520.0,196.0,101.7,2590.0,5.5,159.0,0.0,500.0,10089.0
MG,MG5 Electric Standard RangeMG MG5 Electric Standard Range,Discontinued,2022,2022,2025,265.0,174.0,46.0,1630.0,7.7,60.0,500.0,479.0,36889.0
Volkswagen,ID.4 GTXVolkswagen ID.4 GTX,Discontinued,2022,2022,2023,400.0,193.0,77.0,2230.0,6.3,115.0,1200.0,543.0,58689.0
Tesla,Model S 75Tesla Model S 75,Discontinued,2016,2016,2017,380.0,191.0,72.5,2100.0,4.6,80.0,,895.0,71889.0
Volkswagen,ID. Buzz LWB GTX Volkswagen ID. Buzz LWB GTX,Available,2024,2024,,380.0,226.0,86.0,2750.0,6.5,145.0,1600.0,134.0,74689.0
XPENG,G6 AWD Performance (MY24)XPENG G6 AWD Performance,Discontinued,2024,2024,2025,475.0,184.0,87.5,2190.0,4.1,180.0,1500.0,571.0,52789.0
XPENG,G9 RWD Standard Range (MY24)XPENG G9 RWD Standard Range,Discontinued,2023,2023,2025,395.0,192.0,75.8,2280.0,6.4,170.0,1500.0,731.0,59389.0
MG,MG5 EVMG MG5 EV,Discontinued,2020,2020,2021,290.0,168.0,48.8,1600.0,7.7,60.0,0.0,464.0,30089.0
Volkswagen,ID.4 ProVolkswagen ID.4 Pro,Discontinued,2022,2022,2023,410.0,188.0,77.0,2120.0,10.4,125.0,1000.0,543.0,51689.0
Mini,Cooper EMini Cooper E,Available,2023,2023,,250.0,146.0,36.6,1610.0,7.3,60.0,0.0,200.0,34489.0
Peugeot,e-2008Peugeot e-2008,Discontinued,2021,2021,2023,270.0,171.0,46.3,1620.0,8.5,78.0,0.0,434.0,39489.0
Volvo,XC40 Recharge Single Motor ER (MY24)Volvo XC40 Recharge Single Motor ER,Discontinued,2022,2022,2024,400.0,198.0,79.0,2070.0,7.3,125.0,1500.0,441.0,52289.0
Audi,e-tron GT RS performanceAudi e-tron GT RS performance,Available,2024,2024,,525.0,185.0,97.0,2390.0,2.5,281.0,0.0,427.0,10089.0
Polestar,3 Long Range Performance (MY23-25)Polestar 3 Long Range Performance,Available,2022,2022,,480.0,223.0,107.0,2650.0,4.7,150.0,2200.0,516.0,93189.0
Volkswagen,ID.7 Pro S (MY24-25)Volkswagen ID.7 Pro S,Discontinued,2024,2024,2025,525.0,164.0,86.0,2220.0,6.6,145.0,1000.0,532.0,59989.0
Nissan,LEAF Standard Range 52 kWh (MY26)Nissan LEAF Standard Range 52 kWh,Available,2026,2026,,320.0,163.0,52.0,1880.0,8.6,70.0,975.0,437.0,37289.0
Maserati,GranTurismo FolgoreMaserati GranTurismo Folgore,Available,2024,2024,,420.0,198.0,83.0,2330.0,2.7,217.0,,270.0,10089.0
Škoda,CITIGOe iVSkoda CITIGOe iV,Discontinued,2020,2020,2020,205.0,158.0,32.3,1230.0,12.3,30.0,0.0,250.0,22689.0
Kia,EV9 99.8 kWh AWD GT-LineKia EV9 99.8 kWh AWD GT-Line,Available,2023,2023,,425.0,226.0,96.0,2640.0,5.3,194.0,2500.0,385.0,81889.0
Mini,Aceman SEMini Aceman SE,Available,2024,2024,,290.0,170.0,49.2,1780.0,7.1,75.0,750.0,300.0,40789.0
Renault,Megane E-Tech EV60 130hp (TU2025)Renault Megane E-Tech EV60 130hp,Available,2025,2025,,380.0,158.0,60.0,1720.0,10.5,87.0,500.0,440.0,36489.0
Seres,3Seres 3,Discontinued,2021,2021,2024,260.0,196.0,51.0,1760.0,8.9,50.0,0.0,318.0,37989.0
Kia,EV9 99.8 kWh RWDKia EV9 99.8 kWh RWD,Available,2023,2023,,450.0,213.0,96.0,2500.0,9.4,194.0,900.0,423.0,69589.0
BMW,i4 xDrive40BMW i4 xDrive40,Discontinued,2024,2024,2025,490.0,166.0,81.3,2260.0,5.1,131.0,1600.0,470.0,64489.0
Cadillac,LYRIQ 600 E4 (MY24)Cadillac LYRIQ 600 E4,Available,2024,2024,,460.0,222.0,102.0,2770.0,5.3,165.0,1580.0,793.0,83089.0
Kia,Soul EVKia Soul EV,Discontinued,2017,2017,2019,170.0,176.0,30.0,1580.0,11.2,40.0,0.0,281.0,32289.0
Hyundai,IONIQ 5 Long Range AWD (MY21)Hyundai IONIQ 5 Long Range AWD,Discontinued,2021,2021,2022,365.0,192.0,70.0,2090.0,5.2,185.0,1600.0,555.0,52189.0
NIO,ET7 Long RangeNIO ET7 Long Range,Discontinued,2022,2022,2025,505.0,178.0,90.0,2450.0,3.8,100.0,2000.0,363.0,92489.0
BMW,iX M70 xDriveBMW iX M70 xDrive,Available,2025,2025,,500.0,218.0,108.9,2650.0,3.8,150.0,2500.0,500.0,10089.0
Aiways,U5Aiways U5,Discontinued,2020,2020,2022,315.0,190.0,60.0,1790.0,7.5,78.0,,432.0,37989.0
Lotus,EletreLotus Eletre,Discontinued,2023,2023,2025,495.0,220.0,109.0,2560.0,4.5,259.0,2250.0,657.0,10089.0
Škoda,Enyaq 85x (MY24)Skoda Enyaq 85x,Discontinued,2023,2023,2025,440.0,175.0,77.0,2210.0,6.6,120.0,1200.0,585.0,53589.0
Alfa,Romeo Junior Elettrica 54 kWh VeloceAlfa Romeo Junior Elettrica 54 kWh Veloce,Available,2024,2024,,310.0,164.0,50.8,1630.0,6.0,85.0,0.0,400.0,48389.0
Audi,A6 Sportback e-tron quattroAudi A6 Sportback e-tron quattro,Available,2024,2024,,570.0,166.0,94.9,2360.0,4.7,200.0,2100.0,529.0,82089.0
Tesla,Model X 90DTesla Model X 90D,Discontinued,2016,2016,2017,395.0,216.0,85.5,2460.0,5.0,90.0,,,10089.0
Porsche,Taycan Turbo SPorsche Taycan Turbo S,Discontinued,2020,2020,2023,400.0,209.0,83.7,2370.0,2.8,216.0,0.0,450.0,10089.0
MG,Marvel R PerformanceMG Marvel R Performance,Discontinued,2021,2021,2025,350.0,200.0,70.0,1990.0,4.9,82.0,750.0,357.0,51789.0
NIO,ET7 Standard RangeNIO ET7 Standard Range,Discontinued,2022,2022,2025,415.0,177.0,73.5,2430.0,3.8,110.0,2000.0,363.0,83489.0
Polestar,2 Long Range Dual Motor (MY26)Polestar 2 Long Range Dual Motor,Available,2025,2025,,455.0,174.0,79.0,2180.0,4.5,125.0,1500.0,448.0,57789.0
Mercedes-Benz,EQS SUV Maybach 680Mercedes-Benz EQS SUV Maybach 680,Available,2024,2024,,490.0,241.0,118.0,3070.0,4.4,160.0,1800.0,440.0,10089.0
Changan,Deepal S05 4WD MaxChangan Deepal S05 4WD Max,Available,2025,2025,,365.0,186.0,68.0,2110.0,5.5,130.0,1600.0,651.0,44989.0
Renault,Zoe Q210Renault Zoe Q210,Discontinued,2013,2013,2017,140.0,166.0,23.3,1500.0,13.5,33.0,,338.0,18889.0
Tesla,Model X P100DTesla Model X P100D,Discontinued,2017,2017,2019,420.0,226.0,95.0,2570.0,3.1,100.0,2250.0,,10089.0
Mercedes-Benz,EQS 450 4MATICMercedes-Benz EQS 450 4MATIC,Available,2024,2024,,655.0,180.0,118.0,2650.0,5.7,160.0,1700.0,620.0,10089.0
Škoda,Elroq RS (MY26)Skoda Elroq RS,Available,2025,2025,,455.0,174.0,79.0,2190.0,5.4,135.0,1800.0,470.0,53089.0
Tesla,Model X AWD (MY26)Tesla Model X AWD,Available,2025,2025,,490.0,194.0,95.0,2420.0,3.9,140.0,2250.0,608.0,10089.0
Ford,Focus ElectricFord Focus Electric,Discontinued,2013,2013,2015,105.0,186.0,19.6,1700.0,11.4,0.0,,237.0,37589.0
Ford,Mustang Mach-E ER AWD (MY22)Ford Mustang Mach-E ER AWD,Discontinued,2022,2022,2022,440.0,207.0,91.0,2250.0,5.8,86.0,1000.0,619.0,72789.0
Lucid,Air Dream Edition RLucid Air Dream Edition R,Discontinued,2022,2022,2024,685.0,172.0,118.0,2430.0,2.9,185.0,0.0,910.0,10089.0
Volkswagen,ID.7 Pro (MY26)Volkswagen ID.7 Pro,Available,2025,2025,,475.0,162.0,77.0,2180.0,6.5,125.0,1000.0,532.0,53989.0
Polestar,3 Long Range Single motor (MY23-25)Polestar 3 Long Range Single motor,Available,2024,2024,,530.0,202.0,107.0,2470.0,7.8,150.0,1500.0,516.0,79689.0
Volkswagen,ID. Buzz NWB ProVolkswagen ID. Buzz NWB Pro,Available,2024,2024,,370.0,214.0,79.0,2490.0,7.6,135.0,1200.0,112.0,60989.0
Škoda,Elroq 85x (MY26)Skoda Elroq 85x,Available,2025,2025,,445.0,173.0,77.0,2140.0,6.6,120.0,1800.0,470.0,46489.0
Tesla,Model S P90DTesla Model S P90D,Discontinued,2015,2015,2016,415.0,206.0,85.5,2260.0,3.3,90.0,,895.0,10089.0
BMW,i3 94 AhBMW i3 94 Ah,Discontinued,2017,2017,2018,165.0,165.0,27.2,1320.0,7.3,46.0,0.0,260.0,37389.0
Tesla,Model X Long Range PlusTesla Model X Long Range Plus,Discontinued,2020,2020,2021,480.0,204.0,98.0,2500.0,4.6,125.0,2250.0,,95789.0
Mercedes-Benz,EQE 350 (MY23)Mercedes-Benz EQE 350,Discontinued,2023,2023,2024,515.0,173.0,89.0,2400.0,6.4,120.0,750.0,430.0,81089.0
Lancia,Ypsilon (MY24)Lancia Ypsilon,Discontinued,2024,2024,2025,310.0,155.0,48.1,1560.0,8.2,80.0,0.0,309.0,35489.0
Citroën,ë-C3 Aircross Comfort Range 44 kWhCitroen e-C3 Aircross Comfort Range 44 kWh,Available,2024,2024,,240.0,183.0,43.8,1570.0,12.9,60.0,3500.0,460.0,26389.0
Mercedes-Benz,EQB 350 4MATICMercedes-Benz EQB 350 4MATIC,Available,2023,2023,,345.0,193.0,66.5,2160.0,6.2,100.0,1700.0,495.0,64489.0
Mercedes-Benz,EQS AMG 53 4MATIC+Mercedes-Benz EQS AMG 53 4MATIC+,Available,2024,2024,,585.0,202.0,118.0,2700.0,3.4,160.0,1700.0,620.0,10089.0
Renault,Kangoo Maxi ZE 33Renault Kangoo Maxi ZE 33,Discontinued,2017,2017,2022,160.0,194.0,31.0,1630.0,22.4,0.0,0.0,130.0,37789.0
Nissan,Micra Extended Range 52 kWhNissan Micra Extended Range 52 kWh,Available,2025,2025,,330.0,158.0,52.0,1520.0,8.0,70.0,500.0,326.0,32289.0
MG,MGS5  EV 49 kWhMG MGS5  EV 49 kWh,Available,2025,2025,,275.0,171.0,47.1,1710.0,8.0,80.0,750.0,453.0,34889.0
Ford,e-Tourneo CourierFord e-Tourneo Courier,Available,2024,2024,,200.0,218.0,43.6,1720.0,11.0,80.0,750.0,,35289.0
Škoda,Enyaq Coupe RS (MY26)Skoda Enyaq Coupe RS,Available,2025,2025,,470.0,168.0,79.0,2230.0,5.4,135.0,1800.0,570.0,60889.0
Smart,#3 PremiumSmart #3 Premium,Available,2024,2024,,355.0,175.0,62.0,1880.0,5.8,110.0,1600.0,385.0,45489.0
Renault,Scenic E-Tech EV60 170hp (TU2025)Renault Scenic E-Tech EV60 170hp,Available,2025,2025,,340.0,176.0,60.0,1820.0,8.6,75.0,1100.0,545.0,39989.0
Mercedes-Benz,EQE 300 (MY25)Mercedes-Benz EQE 300,Available,2025,2025,,525.0,170.0,89.0,2370.0,6.9,120.0,750.0,430.0,67389.0
Porsche,Macan 4 Electric (MY26)Porsche Macan 4 Electric,Available,2025,2025,,470.0,202.0,95.0,2400.0,5.2,200.0,2500.0,624.0,85689.0
Renault,Zoe R110Renault Zoe R110,Discontinued,2018,2018,2019,250.0,164.0,41.0,1570.0,11.4,0.0,0.0,338.0,32989.0
Honda,e AdvanceHonda e Advance,Discontinued,2020,2020,2023,170.0,168.0,28.5,1590.0,8.3,32.0,0.0,171.0,41189.0
Abarth,500e HatchbackAbarth 500e Hatchback,Available,2023,2023,,225.0,168.0,37.8,1410.0,7.0,67.0,0.0,185.0,37989.0
Porsche,Macan Turbo Electric (MY24-25)Porsche Macan Turbo Electric,Discontinued,2024,2024,2025,460.0,207.0,95.0,2480.0,3.3,200.0,2000.0,564.0,10089.0
Audi,Q6 SUV e-tron performanceAudi Q6 SUV e-tron performance,Available,2024,2024,,490.0,194.0,94.9,2270.0,6.6,190.0,2000.0,590.0,71289.0
CUPRA,Born 170 kW - 59 kWhCUPRA Born 170 kW - 59 kWh,Available,2024,2024,,360.0,164.0,59.0,1840.0,6.7,110.0,0.0,385.0,38589.0
DS,Automobiles N°8 AWD Long RangeDS Automobiles N°8 AWD Long Range,Available,2024,2024,,530.0,183.0,97.2,2360.0,5.4,130.0,1400.0,620.0,73789.0
Škoda,Elroq RS (MY25)Skoda Elroq RS,Available,2025,2025,,450.0,176.0,79.0,2220.0,5.4,135.0,1200.0,470.0,53189.0
Volvo,EX30 Cross Country (MY26)Volvo EX30 Cross Country,Available,2025,2025,,330.0,197.0,65.0,1960.0,3.7,114.0,1600.0,325.0,54789.0
Polestar,5 PerformancePolestar 5 Performance,Available,2025,2025,,530.0,200.0,106.0,2460.0,3.2,210.0,1800.0,427.0,10089.0
Renault,Zoe ZE40 R110Renault Zoe ZE40 R110,Discontinued,2019,2019,2022,255.0,161.0,41.0,1500.0,11.4,40.0,0.0,338.0,29989.0
NIO,EL7 Long RangeNIO EL7 Long Range,Discontinued,2022,2022,2025,430.0,209.0,90.0,2440.0,3.9,100.0,2000.0,570.0,96489.0
Kia,e-Soul 64 kWhKia e-Soul 64 kWh,Discontinued,2020,2020,2022,370.0,173.0,64.0,1750.0,7.9,64.0,0.0,315.0,39789.0
Volkswagen,ID.7 Tourer GTX (MY26)Volkswagen ID.7 Tourer GTX,Available,2025,2025,,500.0,172.0,86.0,2330.0,5.5,145.0,1800.0,605.0,65989.0
Mitsubishi,i-MiEVMitsubishi i-MiEV,Discontinued,2011,2011,2015,85.0,171.0,14.5,1180.0,15.9,30.0,0.0,166.0,29089.0
Volkswagen,ID.7 Tourer GTX (MY24-25)Volkswagen ID.7 Tourer GTX,Discontinued,2024,2024,2025,500.0,172.0,86.0,2330.0,5.5,145.0,1200.0,605.0,69189.0
Mini,Aceman EMini Aceman E,Available,2024,2024,,230.0,167.0,38.5,1720.0,7.9,60.0,750.0,300.0,36889.0
MG,IM6 PerformanceMG IM6 Performance,Available,2025,2025,,440.0,219.0,96.5,2410.0,3.5,250.0,,697.0,58689.0
Jeep,Compass Electric 74 kWhJeep Compass Electric 74 kWh,Available,2025,2025,,370.0,200.0,74.0,2190.0,8.5,90.0,1000.0,550.0,46889.0
Tesla,Model X Plaid (MY26)Tesla Model X Plaid,Available,2025,2025,,475.0,200.0,95.0,2510.0,2.9,140.0,2250.0,608.0,10089.0
Volkswagen,ID.4 GTX (MY24-25)Volkswagen ID.4 GTX,Discontinued,2023,2023,2025,420.0,183.0,77.0,2250.0,5.4,120.0,1200.0,543.0,58289.0
Mercedes-Benz,EQE SUV 350 4MATIC (MY23-24)Mercedes-Benz EQE SUV 350 4MATIC,Discontinued,2023,2023,2025,435.0,208.0,90.6,2560.0,6.6,141.0,1800.0,520.0,93589.0
Maserati,Grecale FolgoreMaserati Grecale Folgore,Available,2024,2024,,400.0,238.0,95.0,2550.0,4.1,110.0,1800.0,535.0,10089.0
Zeekr,X Long Range RWDZeekr X Long Range RWD,Discontinued,2023,2023,2025,360.0,181.0,65.0,1930.0,5.6,114.0,1600.0,362.0,43489.0
Citroën,ë-C4 XCitroen e-C4 X,Discontinued,2022,2022,2025,285.0,162.0,46.3,1650.0,9.7,78.0,0.0,510.0,36689.0
NIO,ET5 Touring Long RangeNIO ET5 Touring Long Range,Available,2023,2023,,485.0,186.0,90.0,2280.0,4.0,135.0,1400.0,450.0,70789.0
Mercedes-Benz,EQA 300 4MATICMercedes-Benz EQA 300 4MATIC,Available,2023,2023,,350.0,190.0,66.5,2110.0,7.7,100.0,1800.0,340.0,57989.0
Volkswagen,ID.5 GTX (MY24-25)Volkswagen ID.5 GTX,Discontinued,2023,2023,2025,430.0,179.0,77.0,2240.0,5.5,120.0,1200.0,549.0,60589.0
Mini,Countryman SE ALL4Mini Countryman SE ALL4,Available,2024,2024,,365.0,177.0,64.6,2070.0,5.6,93.0,1200.0,460.0,50589.0
Volkswagen,ID.3 Pure PerformanceVolkswagen ID.3 Pure Performance,Discontinued,2021,2021,2021,275.0,164.0,45.0,1770.0,8.9,45.0,0.0,385.0,31789.0
